model,resolved_model,reasoning,dialect,family,modality,difficulty,reasoning_subset,protocol,n,valid,correct,input_tokens,output_tokens,reasoning_tokens,cost_usd,latency_ms,accuracy,accuracy_ci_low,accuracy_ci_high,valid_rate
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,embedding.center-clause-plain-v1,embedding,text,1. easy,False,reduce-infer-v1,2,2,0,439,17,0,0.000067625,32435.210000000003,0.0,0.0,0.6576197724933469,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,embedding.center-clause-plain-v1,embedding,text,1. easy,False,reduce-taught-v1,2,2,1,473,13,0,0.000068875,32063.68,0.5,0.09453120573423074,0.9054687942657693,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,2,871,36,0,0.000135875,63812.867,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-taught-v1,4,4,1,939,37,0,0.000145125,63708.979999999996,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,enclosure.plain-v1,enclosure,image,1. easy,False,reduce-infer-v1,1,1,0,1264,6,0,0.0001625,16572.437,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,enclosure.plain-v1,enclosure,image,1. easy,False,reduce-taught-v1,1,1,1,1282,7,0,0.0001655,16398.354000000003,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,enclosure.plain-v1,enclosure,image,1. easy,True,reduce-infer-v1,4,4,4,5056,24,0,0.0006500,78663.748,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,enclosure.plain-v1,enclosure,image,1. easy,True,reduce-taught-v1,4,4,0,5128,28,0,0.0006620,66493.368,0.0,0.0,0.4898908364545973,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,graph.plain-v1,graph,image,1. easy,False,reduce-infer-v1,1,1,1,1264,7,0,0.00016325,16842.918,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,graph.plain-v1,graph,image,1. easy,False,reduce-taught-v1,1,1,1,1283,7,0,0.000165625,17686.567,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,graph.plain-v1,graph,image,1. easy,True,reduce-infer-v1,4,4,1,5056,32,0,0.00065600,69569.84999999999,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,graph.plain-v1,graph,image,1. easy,True,reduce-taught-v1,4,4,3,5132,25,0,0.000660250,68501.307,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,map-centred.plain-v1,map_centred,image,1. easy,False,reduce-infer-v1,1,1,1,1264,7,0,0.00016325,16807.507,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,map-centred.plain-v1,map_centred,image,1. easy,False,reduce-taught-v1,1,1,1,1280,7,0,0.00016525,16962.536,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,map-centred.plain-v1,map_centred,image,1. easy,True,reduce-infer-v1,4,4,3,5056,25,0,0.00065075,70219.10699999999,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,map-centred.plain-v1,map_centred,image,1. easy,True,reduce-taught-v1,4,4,3,5120,30,0,0.00066250,66725.527,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,map.plain-v1,map,image,1. easy,False,reduce-infer-v1,1,1,1,1264,7,0,0.00016325,16738.946,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,map.plain-v1,map,image,1. easy,False,reduce-taught-v1,1,1,0,1281,6,0,0.000164625,18238.040999999997,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,map.plain-v1,map,image,1. easy,True,reduce-infer-v1,4,4,1,5056,27,0,0.00065225,105473.86600000001,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,map.plain-v1,map,image,1. easy,True,reduce-taught-v1,4,4,1,5124,27,0,0.000660750,66210.785,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.jitter-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,2,377,14,0,0.000057625,32174.381,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.jitter-v1,parens,text,1. easy,False,reduce-taught-v1,2,2,2,409,14,0,0.000061625,31999.794,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.jitter-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,3,751,30,0,0.000116375,63394.30100000001,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.jitter-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,815,25,0,0.000120625,63669.269,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.noisy-mismatched-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,2,390,14,0,0.00005925,31843.707000000002,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.noisy-mismatched-v1,parens,text,1. easy,False,reduce-taught-v1,2,2,2,422,14,0,0.00006325,31296.093,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,2,777,31,0,0.000120375,64233.084,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,2,841,26,0,0.000124625,64834.108,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.noisy-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,2,384,19,0,0.000062250,32030.994,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.noisy-v1,parens,text,1. easy,False,reduce-taught-v1,2,2,2,416,14,0,0.000062500,31644.401,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.noisy-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,2,765,26,0,0.000115125,63802.418,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.noisy-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,2,829,31,0,0.000126875,64017.443,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.reference-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,1,373,13,0,0.000056375,31937.307999999997,0.5,0.09453120573423074,0.9054687942657693,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.reference-v1,parens,text,1. easy,False,reduce-taught-v1,1,1,1,202,7,0,0.0000305,15782.628,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.reference-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,2,745,26,0,0.000112625,64121.138000000006,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.reference-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,1,809,32,0,0.000125125,65205.774999999994,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.word-brackets-mismatched-v1,parens,text,1. easy,False,reduce-infer-v1,1,1,1,196,7,0,0.00002975,15694.572,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.word-brackets-mismatched-v1,parens,text,1. easy,False,reduce-taught-v1,1,1,1,214,7,0,0.000032,15860.715,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,0,782,28,0,0.00011875,63249.366,0.0,0.0,0.4898908364545973,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,1,854,27,0,0.00012700,63893.33,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.word-brackets-plain-v1,parens,text,1. easy,False,reduce-infer-v1,1,1,1,196,7,0,0.00002975,15871.378,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.word-brackets-plain-v1,parens,text,1. easy,False,reduce-taught-v1,1,1,1,214,7,0,0.000032,15853.484,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,1,782,32,0,0.00012175,63187.128,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,2,854,26,0,0.00012625,63359.221000000005,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,paths.arc-nest-plain-v1,paths,image,1. easy,False,reduce-infer-v1,1,1,0,1255,6,0,0.000161375,16831.415,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,paths.arc-nest-plain-v1,paths,image,1. easy,False,reduce-taught-v1,1,1,1,1272,7,0,0.00016425,16128.976999999999,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,paths.arc-nest-plain-v1,paths,image,1. easy,True,reduce-infer-v1,4,4,4,5020,24,0,0.000645500,68728.70599999999,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,paths.arc-nest-plain-v1,paths,image,1. easy,True,reduce-taught-v1,4,4,0,5088,28,0,0.00065700,67315.755,0.0,0.0,0.4898908364545973,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.java-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,0,208,6,0,0.0000305,15803.864000000001,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.java-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,0,227,6,0,0.000032875,15840.268999999998,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.java-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,829,24,0,0.000121625,62670.755,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.java-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,905,24,0,0.000131125,63965.315,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.lisp-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,1,200,7,0,0.00003025,16525.343,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.lisp-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,0,219,6,0,0.000031875,15697.716,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.lisp-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,2,798,26,0,0.000119250,64650.664000000004,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.lisp-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,2,874,26,0,0.000128750,63613.319,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.plain-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,1,200,7,0,0.00003025,15706.616,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.plain-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,1,219,7,0,0.000032625,15818.424,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.plain-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,798,24,0,0.000117750,70108.003,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.plain-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,874,34,0,0.000134750,62946.868,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.python-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,0,200,6,0,0.0000295,15846.987000000001,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.python-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,0,219,6,0,0.000031875,15834.821,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.python-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,798,24,0,0.000117750,63348.562,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.python-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,874,24,0,0.000127250,63182.889,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.rust-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,0,216,6,0,0.0000315,15837.431999999999,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.rust-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,0,235,6,0,0.000033875,15745.772,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.rust-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,860,29,0,0.000129250,63843.745,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.rust-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,936,24,0,0.000135000,64709.019,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.scheme-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,0,200,6,0,0.0000295,15867.307999999999,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.scheme-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,0,219,11,0,0.000035625,15627.294,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.scheme-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,798,35,0,0.000126000,63823.725000000006,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,pattern.scheme-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,874,25,0,0.000128000,65330.27799999999,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,prose.containment-jitter-v1,prose,text,1. easy,False,reduce-infer-v1,1,1,1,217,12,0,0.000036125,15806.212,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,prose.containment-jitter-v1,prose,text,1. easy,False,reduce-taught-v1,1,1,1,235,7,0,0.000034625,15939.688,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,3,823,25,0,0.000121625,63630.577999999994,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,2,895,31,0,0.000135125,64193.702000000005,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,prose.containment-plain-v1,prose,text,1. easy,False,reduce-infer-v1,1,1,1,217,7,0,0.000032375,15865.151,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,prose.containment-plain-v1,prose,text,1. easy,False,reduce-taught-v1,1,1,1,235,7,0,0.000034625,16403.348,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,prose.containment-plain-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,4,823,24,0,0.000120875,63740.761,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,prose.containment-plain-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,3,895,25,0,0.000130625,63733.962,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,rooms.plain-v1,rooms,image,1. easy,False,reduce-infer-v1,1,1,0,1264,6,0,0.0001625,17351.845,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,rooms.plain-v1,rooms,image,1. easy,False,reduce-taught-v1,1,1,0,1282,6,0,0.00016475,16276.654,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,rooms.plain-v1,rooms,image,1. easy,True,reduce-infer-v1,4,4,4,5056,24,0,0.0006500,69778.47200000001,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,rooms.plain-v1,rooms,image,1. easy,True,reduce-taught-v1,4,4,4,5128,24,0,0.00065900,67210.465,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.indent-jitter-v1,trees,text,1. easy,False,reduce-infer-v1,1,1,0,201,6,0,0.000029625,15836.219,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.indent-jitter-v1,trees,text,1. easy,False,reduce-taught-v1,1,1,0,218,6,0,0.00003175,15663.968,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,2,813,26,0,0.000121125,63772.068999999996,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,4,881,24,0,0.000128125,63566.12000000001,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.indent-plain-v1,trees,text,1. easy,False,reduce-infer-v1,1,1,0,201,6,0,0.000029625,15973.064,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.indent-plain-v1,trees,text,1. easy,False,reduce-taught-v1,1,1,1,218,7,0,0.0000325,15796.693,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.indent-plain-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,4,802,34,0,0.000125750,62814.059,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.indent-plain-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,3,870,35,0,0.000135000,63785.32,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.plain-v1,trees,image,1. easy,False,reduce-infer-v1,1,1,0,1239,6,0,0.000159375,16464.886,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.plain-v1,trees,image,1. easy,False,reduce-taught-v1,1,1,1,1256,7,0,0.00016225,16369.693000000001,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,off,trees.plain-v1,trees,image,1. easy,True,reduce-infer-v1,4,4,2,4956,26,0,0.000639000,66637.431,0.5,0.15003898915214947,0.8499610108478506,1.0
